timestamp_mills_ms,GX,GY,GZ,AX,AY,AZ,sync,timestamp_listener
1,-15.63,-381.47,-8.61,-0.16,0.03,0.85,n,1715785292391.0
14,-15.81,-333.37,-10.31,-0.06,0.01,0.97,n,1715785292700.0
26,-7.69,-266.97,-5.80,0.04,-0.03,1.10,n,1715785292700.0
38,-0.67,-161.62,-6.65,0.06,-0.01,1.25,n,1715785292700.0
50,-2.62,-38.39,-2.87,0.12,0.08,1.16,n,1715785292700.0
62,-12.51,70.13,-7.32,-0.11,0.09,1.04,n,1715785292700.0
74,-12.70,139.89,-4.58,-0.34,0.04,0.91,n,1715785292700.0
86,-4.46,176.27,-7.45,-0.57,0.01,0.85,n,1715785292700.0
98,2.75,195.86,-8.73,-0.60,0.02,0.87,n,1715785292700.0
110,9.58,202.15,-15.20,-0.51,0.03,0.96,n,1715785292700.0
122,9.58,204.83,-24.84,-0.37,0.07,0.99,n,1715785292700.0
134,-2.62,209.17,-31.37,-0.38,0.02,0.98,n,1715785292700.0
146,-15.63,201.90,-24.66,-0.59,-0.06,0.89,n,1715785292700.0
158,-22.71,170.59,-14.34,-0.82,-0.13,0.80,n,1715785292700.0
170,-18.74,120.24,-3.66,-0.94,-0.19,0.73,n,1715785292700.0
182,-5.86,68.73,7.63,-0.95,-0.21,0.65,n,1715785292700.0
194,11.84,11.11,14.34,-1.04,-0.15,0.61,n,1715785292700.0
206,26.61,-43.70,17.15,-0.85,-0.09,0.64,n,1715785292700.0
218,36.13,-84.90,18.68,-0.79,-0.10,0.67,n,1715785292700.0
230,42.24,-129.88,17.64,-0.77,-0.02,0.75,n,1715785292700.0
242,38.88,-172.49,10.93,-0.62,0.07,0.82,n,1715785292700.0
266,15.32,-220.40,-1.40,-0.48,0.04,0.94,n,1715785292700.0
278,4.82,-224.73,-4.09,-0.41,0.01,0.96,n,1715785292700.0
290,0.85,-215.33,-6.23,-0.36,-0.03,0.99,n,1715785292700.0
302,2.56,-190.49,-6.10,-0.31,-0.01,1.04,n,1715785292700.0
314,4.15,-146.24,-3.30,-0.24,0.03,1.09,n,1715785293021.0
326,5.49,-86.06,-5.25,-0.18,0.07,1.07,n,1715785293021.0
338,2.56,-20.63,-10.38,-0.23,0.08,1.06,n,1715785293021.0
350,-2.44,34.85,-9.22,-0.31,0.10,1.00,n,1715785293021.0
362,-5.92,72.75,-10.31,-0.44,0.09,0.88,n,1715785293021.0
374,-7.75,96.62,-8.30,-0.50,0.08,0.83,n,1715785293021.0
386,-8.36,112.43,-9.52,-0.51,0.04,0.83,n,1715785293021.0
398,-5.00,130.55,-12.63,-0.53,0.02,0.85,n,1715785293021.0
410,-0.12,144.71,-18.13,-0.40,0.06,0.91,n,1715785293021.0
422,-3.97,163.33,-29.42,-0.36,0.04,0.89,n,1715785293021.0
434,-12.08,167.30,-33.39,-0.49,-0.03,0.84,n,1715785293021.0
446,-20.75,148.01,-21.24,-0.68,-0.13,0.79,n,1715785293021.0
458,-18.13,113.34,-7.26,-0.81,-0.21,0.75,n,1715785293021.0
470,-6.71,72.88,2.93,-0.85,-0.21,0.70,n,1715785293021.0
482,10.74,35.34,9.52,-0.86,-0.23,0.68,n,1715785293021.0
494,28.69,0.67,14.89,-0.81,-0.19,0.67,n,1715785293021.0
506,42.30,-25.09,21.00,-0.74,-0.16,0.76,n,1715785293021.0
518,47.85,-54.32,28.81,-0.72,-0.03,0.77,n,1715785293021.0
530,42.11,-90.39,27.28,-0.69,0.07,0.84,n,1715785293021.0
542,27.83,-135.13,24.17,-0.77,0.11,0.84,n,1715785293021.0
566,-1.46,-207.15,4.52,-0.57,0.05,0.86,n,1715785293021.0
578,-6.04,-216.80,0.00,-0.51,0.03,0.88,n,1715785293022.0
590,-8.18,-210.88,-1.71,-0.46,0.04,0.87,n,1715785293022.0
602,-7.81,-194.89,-0.49,-0.41,0.04,0.95,n,1715785293022.0
614,-6.35,-162.05,-1.04,-0.30,0.08,0.99,n,1715785293022.0
