timestamp_mills_ms,GX,GY,GZ,AX,AY,AZ,sync,timestamp_listener
1,4.94,-27.16,6.53,0.68,-0.67,0.27,n,1715781351018.0
14,5.19,-28.93,7.93,0.70,-0.65,0.30,n,1715781351320.0
26,4.46,-28.08,10.01,0.70,-0.66,0.30,n,1715781351321.0
38,2.62,-23.86,9.83,0.74,-0.66,0.29,n,1715781351321.0
50,-0.67,-18.19,10.80,0.77,-0.65,0.29,n,1715781351321.0
62,-3.85,-11.90,13.31,0.76,-0.65,0.28,n,1715781351321.0
74,-6.90,-5.49,15.08,0.74,-0.66,0.28,n,1715781351321.0
86,-8.73,-0.55,16.24,0.74,-0.65,0.27,n,1715781351321.0
98,-11.05,5.19,18.31,0.74,-0.64,0.26,n,1715781351321.0
110,-14.04,11.96,19.78,0.74,-0.64,0.29,n,1715781351321.0
122,-17.40,13.18,20.45,0.74,-0.65,0.32,n,1715781351321.0
134,-23.25,19.53,18.98,0.79,-0.62,0.35,n,1715781351321.0
146,-34.97,25.82,16.91,0.86,-0.61,0.33,n,1715781351321.0
158,-47.67,35.22,11.54,0.94,-0.61,0.29,n,1715781351321.0
170,-56.64,52.06,8.42,0.93,-0.63,0.16,n,1715781351321.0
182,-58.47,68.97,7.32,0.84,-0.66,0.13,n,1715781351321.0
194,-54.81,89.66,10.50,0.81,-0.65,0.12,n,1715781351321.0
206,-47.73,118.65,15.75,0.86,-0.61,0.14,n,1715781351321.0
218,-41.69,158.57,15.75,0.85,-0.58,0.10,n,1715781351321.0
230,-43.70,201.60,19.10,0.76,-0.56,0.16,n,1715781351321.0
242,-49.32,223.14,10.25,0.59,-0.60,0.20,n,1715781351321.0
254,-54.63,189.51,-7.69,0.52,-0.79,0.35,n,1715781351321.0
278,-48.52,71.47,-17.82,0.77,-0.93,0.52,n,1715781351321.0
290,-41.69,84.29,-7.75,0.74,-0.80,0.49,n,1715781351321.0
302,-44.07,100.28,-5.31,0.51,-0.73,0.40,n,1715781351321.0
314,-41.02,87.40,2.87,0.29,-0.78,0.35,n,1715781351365.0
326,-30.46,50.35,6.47,0.19,-0.79,0.30,n,1715781351365.0
338,-16.36,4.27,6.84,0.18,-0.83,0.33,n,1715781351365.0
350,-5.49,-32.78,5.07,0.34,-0.81,0.34,n,1715781351412.0
363,-0.55,-51.09,3.54,0.55,-0.80,0.39,n,1715781351412.0
375,4.94,-49.32,4.82,0.62,-0.82,0.43,n,1715781351412.0
387,8.12,-46.57,8.48,0.59,-0.78,0.42,n,1715781351412.0
