timestamp_mills_ms,GX,GY,GZ,AX,AY,AZ,sync,timestamp_listener
1,-26.37,74.1,-5.13,0.74,-0.78,0.71,n,1715782057886.0
14,-32.65,91.98,-15.08,0.61,-0.72,0.46,n,1715782058186.0
26,-41.56,108.58,-21.0,0.59,-0.62,0.24,n,1715782058187.0
38,-45.29,149.78,-22.71,0.78,-0.56,0.16,n,1715782058187.0
50,-38.51,227.42,-35.77,1.0,-0.65,0.42,n,1715782058187.0
62,-30.09,311.71,-65.98,1.29,-0.96,0.88,n,1715782058187.0
74,-34.85,375.98,-73.18,1.24,-1.08,1.1,n,1715782058187.0
86,-43.64,424.93,-63.42,0.99,-0.96,0.97,n,1715782058187.0
98,-50.35,444.21,-56.4,0.71,-0.84,0.66,n,1715782058187.0
110,-66.89,413.21,-33.14,0.25,-0.7,0.28,n,1715782058187.0
122,-82.4,326.54,-3.91,-0.4,-0.76,0.09,n,1715782058187.0
134,-73.91,184.63,24.72,-0.81,-0.94,0.08,n,1715782058187.0
146,-45.84,32.84,43.7,-0.74,-0.94,0.2,n,1715782058187.0
158,-25.45,-74.1,45.72,-0.49,-0.87,0.28,n,1715782058187.0
170,-17.21,-131.77,45.65,-0.31,-0.83,0.47,n,1715782058187.0
182,-26.31,-187.44,32.71,-0.31,-0.69,0.37,n,1715782058187.0
194,-43.03,-251.71,23.44,-0.1,-0.76,0.36,n,1715782058187.0
206,-43.58,-279.05,13.24,0.19,-0.84,0.44,n,1715782058187.0
218,-47.55,-276.55,22.83,0.27,-0.84,0.28,n,1715782058187.0
230,-48.4,-260.8,29.48,0.52,-0.88,0.18,n,1715782058187.0
242,-30.58,-248.47,34.24,0.48,-0.97,0.07,n,1715782058187.0
266,42.97,-266.36,24.84,0.37,-0.88,0.07,n,1715782058187.0
278,56.03,-283.69,15.69,0.5,-0.75,0.11,n,1715782058187.0
290,54.32,-281.43,15.81,0.73,-0.73,0.15,n,1715782058187.0
302,50.48,-238.53,21.55,0.93,-0.75,0.2,n,1715782058275.0
315,44.68,-172.42,40.71,0.75,-0.74,0.22,n,1715782058275.0
327,40.41,-120.24,32.23,0.52,-0.73,0.47,n,1715782058275.0
339,37.29,-89.48,27.1,0.58,-0.71,0.67,n,1715782058276.0
351,18.37,-47.36,27.34,0.78,-0.51,0.9,n,1715782058276.0
363,-24.41,18.74,21.06,0.91,-0.78,0.96,n,1715782058276.0
375,-35.58,69.7,-9.22,0.83,-0.99,0.94,n,1715782058276.0
387,-38.21,103.76,-29.6,0.73,-0.93,0.72,n,1715782058276.0
399,-49.68,124.27,-45.04,0.51,-0.82,0.41,n,1715782058493.0
411,-55.18,153.75,-34.36,0.57,-0.66,0.42,n,1715782058493.0
423,-51.03,218.08,-20.2,0.72,-0.44,0.2,n,1715782058493.0
435,-55.73,294.13,-13.37,0.81,-0.4,0.18,n,1715782058494.0
447,-64.27,385.38,-21.0,0.88,-0.65,0.48,n,1715782058494.0
459,-77.45,451.97,-31.31,0.88,-1.0,0.49,n,1715782058494.0
471,-94.85,484.56,-27.59,0.69,-1.2,0.43,n,1715782058494.0
483,-81.79,473.57,-10.99,0.32,-1.16,0.3,n,1715782058494.0
495,-53.96,394.78,17.33,-0.17,-0.97,0.19,n,1715782058494.0
507,-37.78,266.11,32.53,-0.56,-0.95,0.19,n,1715782058494.0
519,-17.94,115.23,36.5,-0.73,-1.07,0.26,n,1715782058494.0
531,13.85,-34.0,45.04,-0.83,-0.97,0.2,n,1715782058494.0
543,34.55,-148.25,24.66,-0.66,-0.79,0.24,n,1715782058494.0
555,35.83,-227.66,-6.41,-0.34,-0.86,0.35,n,1715782058494.0
567,36.19,-302.43,-22.95,-0.19,-0.93,0.41,n,1715782058494.0
579,27.28,-355.41,-21.55,0.18,-0.85,0.33,n,1715782058494.0
591,15.32,-355.9,-14.34,0.41,-0.89,0.29,n,1715782058494.0
603,25.33,-329.96,-2.87,0.47,-0.97,0.19,n,1715782058494.0
615,47.12,-320.19,12.7,0.43,-0.99,0.12,n,1715782058801.0
627,73.55,-334.05,26.0,0.47,-0.94,0.07,n,1715782058801.0
639,97.29,-339.97,30.76,0.54,-0.92,0.18,n,1715782058801.0
651,114.5,-308.29,38.76,0.63,-0.81,0.38,n,1715782058801.0
663,99.24,-250.37,36.5,0.71,-0.63,0.46,n,1715782058801.0
675,69.27,-190.55,19.17,0.7,-0.64,0.5,n,1715782058802.0
687,46.88,-132.32,17.64,0.61,-0.62,0.57,n,1715782058802.0
699,23.5,-79.96,19.47,0.6,-0.52,0.56,n,1715782058802.0
711,-1.95,-37.11,12.88,0.62,-0.63,0.49,n,1715782058802.0
723,-15.5,-25.09,-2.14,0.52,-0.77,0.47,n,1715782058802.0
735,-22.22,-21.24,-18.55,0.84,-0.88,0.47,n,1715782058802.0
747,-27.34,16.78,-29.91,1.17,-0.79,0.49,n,1715782058802.0
759,-36.74,88.01,-31.07,1.07,-0.73,0.45,n,1715782058802.0
771,-45.96,141.54,-38.94,0.65,-0.65,-0.03,n,1715782058802.0
783,-56.58,167.85,-42.36,0.46,-0.49,-0.27,n,1715782058802.0
795,-49.8,210.63,-23.19,0.53,-0.5,0.21,n,1715782058802.0
807,-42.6,279.48,19.47,0.64,-0.63,0.39,n,1715782058802.0
819,-66.89,291.63,-31.8,0.67,-1.03,0.85,n,1715782058802.0
831,-99.43,299.56,-68.18,1.1,-1.33,1.03,n,1715782058802.0
843,-114.07,348.39,-38.51,1.3,-1.23,0.74,n,1715782058802.0
867,-80.63,330.57,53.96,-0.28,-0.93,0.01,n,1715782058802.0
879,-50.84,201.11,78.37,-0.75,-1.1,0.08,n,1715782058802.0
891,-2.75,63.66,67.32,-0.75,-1.0,0.22,n,1715782058802.0
903,40.28,-64.09,54.99,-0.68,-0.71,0.23,n,1715782058802.0
915,45.84,-183.11,30.4,-0.21,-0.61,0.28,n,1715782058849.0
929,11.23,-255.43,11.05,0.13,-0.74,0.42,n,1715782058849.0
941,-1.28,-268.37,9.22,0.15,-0.78,0.35,n,1715782058849.0
