timestamp_mills_ms,GX,GY,GZ,AX,AY,AZ,sync,timestamp_listener
0.0,-1.34,-461.85,-15.99,-0.29,-0.14,0.56,n,1715785042023.0
14.0,16.11,-407.78,-17.88,-0.04,-0.15,0.85,n,1715785042107.0
26.0,28.14,-340.03,-14.28,0.04,-0.1,1.08,n,1715785042107.0
38.0,32.23,-260.5,-9.28,0.03,-0.01,1.22,n,1715785042107.0
50.0,26.79,-183.59,-4.7,-0.03,0.03,1.27,n,1715785042107.0
62.0,22.4,-128.97,-5.25,-0.16,0.04,1.22,n,1715785042107.0
74.0,16.48,-103.58,-6.9,-0.36,0.03,1.11,n,1715785042107.0
86.0,10.8,-105.9,-11.6,-0.46,0.0,1.06,n,1715785042325.0
98.0,3.11,-117.68,-17.03,-0.45,0.0,0.99,n,1715785042325.0
110.0,-6.1,-123.6,-17.03,-0.36,-0.04,0.91,n,1715785042326.0
122.0,-9.16,-116.82,-14.83,-0.29,-0.06,0.86,n,1715785042326.0
134.0,-7.51,-98.69,-11.41,-0.29,-0.05,0.86,n,1715785042326.0
146.0,-6.9,-67.99,-2.44,-0.19,-0.02,0.87,n,1715785042326.0
158.0,-5.55,-21.97,-0.79,-0.15,-0.01,0.9,n,1715785042326.0
170.0,-1.83,33.57,3.54,-0.19,-0.02,0.95,n,1715785042326.0
182.0,-2.75,88.62,8.3,-0.17,-0.06,0.99,n,1715785042326.0
194.0,-5.55,149.11,11.54,-0.14,-0.1,1.02,n,1715785042326.0
206.0,-2.08,224.67,16.54,-0.08,-0.11,1.01,n,1715785042326.0
218.0,3.05,324.28,23.13,-0.11,-0.12,0.98,n,1715785042326.0
230.0,7.45,427.8,28.08,-0.14,-0.12,0.9,n,1715785042326.0
242.0,13.31,500.37,24.6,-0.21,-0.13,0.78,n,1715785042326.0
254.0,13.24,520.81,21.67,-0.5,-0.1,0.61,n,1715785042326.0
266.0,6.47,472.47,20.87,-0.96,-0.11,0.48,n,1715785042326.0
278.0,-3.66,370.79,18.01,-1.45,-0.13,0.4,n,1715785042326.0
290.0,-6.35,214.6,9.77,-1.82,-0.14,0.34,n,1715785042326.0
302.0,-6.59,33.94,4.09,-1.9,-0.15,0.24,n,1715785042413.0
316.0,4.15,-140.69,-2.5,-1.64,-0.1,0.18,n,1715785042413.0
